scenario,year,population,age_0_14,age_15_64,age_65_plus,old_age_dependency,total_dependency,share_65_plus,median_age,births,net_international_migration
Census principal rebased para 2025,2040,359620458.2231196,57390564.18082374,223373932.08966035,78855961.95263565,35.30222224900601,60.99481925168028,21.927551714455294,42.03344485968602,3656846.055484532,912156.0
Census principal rebased para 2025,2041,360357340.33526975,57315251.86282506,224044522.05737624,78997566.41506846,35.259762519361104,60.84184385592108,21.92200839909924,42.215363311092275,3638664.4356710305,915545.0
Census principal rebased para 2025,2042,361041142.50836,57216633.088308275,224620072.34105343,79204437.07899834,35.26151347629242,60.734140428986564,21.937787070116073,42.415000670370915,3619716.3257476813,918835.0
Census principal rebased para 2025,2043,361674870.56653756,57094853.220575005,225166800.87045193,79413216.4755107,35.26861694020359,60.62530940101806,21.957073310378362,42.61863287764792,3600353.638962069,922069.0
Census principal rebased para 2025,2044,362262761.15610236,56950489.86352661,225633066.07109082,79679205.22148496,35.31362074226311,60.55393274758909,21.99486498893836,42.810695382481065,3580924.4485176206,925181.0
Census principal rebased para 2025,2045,362809835.176863,56785019.26848502,225925059.81246945,80099756.09590861,35.454126320646296,60.588575467465056,22.077614311878143,42.969921006594866,3562193.3100920115,928110.0
Census principal rebased para 2025,2046,363321819.95666665,56601022.53388792,226213045.16069028,80507752.26208842,35.5893499443853,60.61046333494216,22.158799125164176,43.11937191404545,3544784.2317311824,930865.0
Census principal rebased para 2025,2047,363802520.6990357,56401772.9268494,226466965.01443237,80933782.75775386,35.73756673632116,60.64264413834093,22.2466250652255,43.27488175994963,3528555.1424592873,933422.0
Census principal rebased para 2025,2048,364256787.7071093,56190722.90034266,226686719.96159494,81379344.84517162,35.89947609589076,60.68730791500326,22.341202028775076,43.4303504527564,3513285.601999039,935900.0
Census principal rebased para 2025,2049,364689835.9577527,55971025.63664873,226941413.37988058,81777396.94122344,36.03458519240605,60.69779002710847,22.423821252505896,43.58736609269142,3499061.5409474703,938213.0
Census principal rebased para 2025,2050,365106593.3721816,55745484.29208797,227074462.5243506,82286646.55574302,36.23773701409463,60.7871661627423,22.537704892078416,43.74977180898971,3485877.4441829054,940353.0
Census principal rebased para 2025,2051,365511434.37012345,55517104.81411037,227178141.13842288,82816188.41759013,36.45429441520478,60.89199098931443,22.65761905925191,43.91999609086158,3473810.9331256715,942366.0
Census principal rebased para 2025,2052,365908479.6550472,55289417.543163404,227285368.27203023,83333693.83985354,36.66478597958591,60.99077667731941,22.77446369059681,44.09227201287157,3463080.8359479005,944218.0
Census principal rebased para 2025,2053,366301283.0153781,55065792.09489727,227322970.45230123,83912520.46817955,36.913348572394604,61.136941984592966,22.908060757367515,44.24758859760435,3453891.699070236,945935.0
Census principal rebased para 2025,2054,366693148.9147419,54849358.94323042,227268782.66454205,84575007.30696942,37.21364910543195,61.34778591919326,23.06424528444996,44.39432930186527,3446298.181337557,947513.0
Census principal rebased para 2025,2055,367086775.4522736,54643265.951493904,227065573.3929318,85377936.10784788,37.60056393934421,61.66553562791234,23.25824350459288,44.531863868513334,3440139.5849069683,949030.0
Census principal rebased para 2025,2056,367484580.54023147,54450195.406817526,226862678.0280199,86171707.10539411,37.98408264172524,61.985472328261665,23.449067435350585,44.66129074386089,3435320.235621638,950522.0
Census principal rebased para 2025,2057,367888386.4989856,54272391.26210536,226702055.08262086,86913940.15425934,38.33839976553535,62.27836415726791,23.62508395042772,44.7871012168481,3431997.188028453,952011.0
Census principal rebased para 2025,2058,368299543.2602242,54111587.70132725,226569839.7524603,87618115.80643669,38.671570718399316,62.55453226369901,23.78990618093968,44.91444305962687,3430003.6974580283,953476.0
Census principal rebased para 2025,2059,368718199.0146741,53968569.837639906,226438726.45196462,88310902.72506955,38.99991141480091,62.83354212067245,23.950784897806194,45.04383820102855,3428735.74326397,954852.0
Census principal rebased para 2025,2060,369143397.3568389,53842897.71255278,226293491.71395472,89007007.93033136,39.332553161909,63.12594523197907,24.11177026804334,45.17877267459326,3427709.9418159276,956143.0
Census principal rebased para 2025,2061,369574450.0455574,53733544.290974684,226133400.47714755,89707505.27743515,39.67017038975662,63.432049076229056,24.27318914128856,45.31284960913929,3426760.8815832385,958131.0
Census principal rebased para 2025,2062,370009255.8442797,53639111.701489136,225916439.94160303,90453704.2011875,40.03856657114853,63.78146536831188,24.44633553687517,45.43883093320677,3425614.6154361814,959974.0
Census principal rebased para 2025,2063,370444693.96409243,53557947.107926875,225564633.21690798,91322113.63925764,40.48600719752031,64.22995426231763,24.652023669722094,45.55658622417499,3423780.598747798,961685.0
Census principal rebased para 2025,2064,370877378.7686522,53488118.41081019,225052074.89688426,92337185.46095774,41.02925311986808,64.79624946296677,24.896958064017245,45.6664351553586,3421065.239221021,963272.0
Census principal rebased para 2025,2065,371303809.61220163,53427591.01244963,224375239.6535389,93500978.9462131,41.67170098206439,65.48341527591782,25.181798981235257,45.76723215067834,3417338.3126558065,964740.0
Census principal rebased para 2025,2066,371720532.3116503,53374180.63268355,223695460.75219294,94650890.92677374,42.31238783679514,66.17258618557202,25.46291708401474,45.858488123648485,3412584.080785719,966119.0
Census principal rebased para 2025,2067,372123831.90269345,53325503.82661304,223233565.89526963,95564762.18081076,42.80931579332702,66.69707819713632,25.680903502520085,45.932502517724934,3406768.115240548,967408.0
Census principal rebased para 2025,2068,372509618.45198834,53278969.39293074,222810875.6484424,96419773.41061522,43.274267079650635,67.18646132864048,25.883834573533964,46.02229858735508,3399902.9620174705,968631.0
Census principal rebased para 2025,2069,372873681.33351415,53231985.799192704,222337761.35339236,97303934.1809291,43.764016327514604,67.70596189499906,26.095683083058976,46.104565060513146,3392046.180328112,969793.0
Census principal rebased para 2025,2070,373211977.0182095,53182277.26165039,221864189.58367392,98165510.17288518,44.245766005362036,68.21641100284741,26.302883138205274,46.174017472789046,3383337.131378209,970875.0
