RACE_HISP,SEX,YEAR,BIRTHS
1,0,2041,2500624
1,0,2042,2484131
1,0,2043,2467292
1,0,2044,2450464
1,0,2045,2434011
1,0,2046,2418153
1,0,2047,2402931
1,0,2048,2388389
1,0,2049,2374651
1,0,2050,2361919
1,0,2051,2350362
1,0,2052,2340178
1,0,2053,2331571
1,0,2054,2324592
1,0,2055,2319031
1,0,2056,2314608
1,0,2057,2311109
1,0,2058,2308247
1,0,2059,2305626
1,0,2060,2302935
1,1,2023,1292876
1,1,2024,1296949
1,1,2025,1300689
1,1,2026,1304214
1,1,2027,1307495
1,1,2028,1310421
1,1,2029,1312958
1,1,2030,1315093
1,1,2031,1316680
1,1,2032,1317510
1,1,2033,1317386
1,1,2034,1316265
1,1,2035,1314179
1,1,2036,1311050
1,1,2037,1306748
1,1,2038,1301353
1,1,2039,1294966
1,1,2040,1287630
1,1,2041,1279561
1,1,2042,1271094
1,1,2043,1262453
1,1,2044,1253819
1,1,2045,1245376
1,1,2046,1237239
1,1,2047,1229429
1,1,2048,1221965
1,1,2049,1214913
1,1,2050,1208375
1,1,2051,1202438
1,1,2052,1197202
1,1,2053,1192773
1,1,2054,1189177
1,1,2055,1186307
1,1,2056,1184018
1,1,2057,1182202
1,1,2058,1180712
1,1,2059,1179345
1,1,2060,1177944
1,2,2023,1232480
1,2,2024,1236438
1,2,2025,1240084
1,2,2026,1243527
1,2,2027,1246738
1,2,2028,1249611
1,2,2029,1252112
1,2,2030,1254227
1,2,2031,1255820
1,2,2032,1256688
1,2,2033,1256646
1,2,2034,1255647
1,2,2035,1253727
1,2,2036,1250809
1,2,2037,1246770
1,2,2038,1241684
1,2,2039,1235651
1,2,2040,1228709
1,2,2041,1221063
1,2,2042,1213037
1,2,2043,1204839
1,2,2044,1196645
1,2,2045,1188635
1,2,2046,1180914
1,2,2047,1173502
1,2,2048,1166424
1,2,2049,1159738
1,2,2050,1153544
1,2,2051,1147924
1,2,2052,1142976
1,2,2053,1138798
1,2,2054,1135415
1,2,2055,1132724
1,2,2056,1130590
1,2,2057,1128907
1,2,2058,1127535
1,2,2059,1126281
1,2,2060,1124991
2,0,2023,556462
2,0,2024,559122
2,0,2025,561551
2,0,2026,563838
2,0,2027,565946
2,0,2028,567752
2,0,2029,569185
2,0,2030,570299
2,0,2031,571214
2,0,2032,572010
2,0,2033,572742
2,0,2034,573469
2,0,2035,574241
2,0,2036,575071
2,0,2037,575928
2,0,2038,576780
2,0,2039,577599
2,0,2040,578379
2,0,2041,579108
2,0,2042,579689
2,0,2043,580087
2,0,2044,580442
2,0,2045,580863
2,0,2046,581399
2,0,2047,582070
2,0,2048,582860
2,0,2049,583757
2,0,2050,584761
2,0,2051,585891
2,0,2052,587167
2,0,2053,588576
2,0,2054,590080
2,0,2055,591684
2,0,2056,593441
2,0,2057,595367
2,0,2058,597438
2,0,2059,599661
2,0,2060,602061
2,1,2023,282665
2,1,2024,284017
2,1,2025,285251
2,1,2026,286413
2,1,2027,287485
2,1,2028,288404
2,1,2029,289132
2,1,2030,289699
2,1,2031,290165
2,1,2032,290571
2,1,2033,290945
2,1,2034,291316
2,1,2035,291710
2,1,2036,292134
2,1,2037,292571
2,1,2038,293005
2,1,2039,293423
2,1,2040,293821
2,1,2041,294193
2,1,2042,294489
2,1,2043,294692
2,1,2044,294873
2,1,2045,295088
2,1,2046,295361
2,1,2047,295703
2,1,2048,296104
2,1,2049,296561
2,1,2050,297070
2,1,2051,297644
2,1,2052,298292
2,1,2053,299008
2,1,2054,299772
2,1,2055,300586
2,1,2056,301478
2,1,2057,302456
2,1,2058,303508
2,1,2059,304636
2,1,2060,305854
2,2,2023,273797
2,2,2024,275105
2,2,2025,276300
2,2,2026,277425
2,2,2027,278461
2,2,2028,279348
2,2,2029,280053
2,2,2030,280600
2,2,2031,281049
2,2,2032,281439
2,2,2033,281797
2,2,2034,282153
2,2,2035,282531
2,2,2036,282937
2,2,2037,283357
2,2,2038,283775
2,2,2039,284176
2,2,2040,284558
2,2,2041,284915
2,2,2042,285200
2,2,2043,285395
2,2,2044,285569
2,2,2045,285775
2,2,2046,286038
2,2,2047,286367
2,2,2048,286756
2,2,2049,287196
2,2,2050,287691
2,2,2051,288247
2,2,2052,288875
2,2,2053,289568
2,2,2054,290308
2,2,2055,291098
2,2,2056,291963
2,2,2057,292911
2,2,2058,293930
2,2,2059,295025
2,2,2060,296207
3,0,2023,54760
3,0,2024,54958
3,0,2025,55149
3,0,2026,55331
3,0,2027,55499
3,0,2028,55640
3,0,2029,55763
3,0,2030,55885
3,0,2031,56018
3,0,2032,56160
3,0,2033,56299
3,0,2034,56435
